Fermeture,ordreVB,faitFerm,faitLocal,OTF,CodeEx,Tatouage,jour
A14&NEU-Y,2.0,OK,True,458508.0,DEF-NSY-004/DEF,L10.133N,149.0
A14&NEU-Y,3.0,RP,True,459308.0,DEF-NSY-004/DEF,L10.133N,224.0
A14&NEU-Y,4.0,RP,True,460108.0,DEF-NSY-004/DEF,L10.133N,281.0
A14&NEU-Y,5.0,RP,False,460908.0,DEF-NSY-004/DEF,L10.133N,323.0
A14&NEU-Y,0.0,RP,True,456909.0,DEF-NSY-005/DEF,L10.134P,38.0
A14&NEU-Y,1.0,OK,True,457709.0,DEF-NSY-005/DEF,L10.134P,106.0
A14&NEU-Y,2.0,OK,True,458509.0,DEF-NSY-005/DEF,L10.134P,149.0
A14&NEU-Y,3.0,RP,True,459309.0,DEF-NSY-005/DEF,L10.134P,224.0
A14&NEU-Y,4.0,RP,True,460109.0,DEF-NSY-005/DEF,L10.134P,281.0
A14&NEU-Y,5.0,RP,True,460909.0,DEF-NSY-005/DEF,L10.134P,323.0
A14&NEU-Y,0.0,RP,True,456910.0,DEF-NSY-006/DEF,L10.135R,38.0
A14&NEU-Y,1.0,OK,True,457710.0,DEF-NSY-006/DEF,L10.135R,106.0
A14&NEU-Y,2.0,OK,True,458510.0,DEF-NSY-006/DEF,L10.135R,149.0
A14&NEU-Y,3.0,RP,True,459310.0,DEF-NSY-006/DEF,L10.135R,224.0
A14&NEU-Y,4.0,RP,True,460110.0,DEF-NSY-006/DEF,L10.135R,281.0
A14&NEU-Y,5.0,RP,True,460910.0,DEF-NSY-006/DEF,L10.135R,323.0
A14&NEU-Y,0.0,RP,True,456911.0,DEF-NSY-007/DEF,L10.136S,38.0
A14&NEU-Y,1.0,OK,True,457711.0,DEF-NSY-007/DEF,L10.136S,106.0
A14&NEU-Y,2.0,OK,True,458511.0,DEF-NSY-007/DEF,L10.136S,149.0
A14&NEU-Y,3.0,RP,True,459311.0,DEF-NSY-007/DEF,L10.136S,224.0
A14&NEU-Y,4.0,RP,True,460111.0,DEF-NSY-007/DEF,L10.136S,281.0
A14&NEU-Y,5.0,RP,True,460911.0,DEF-NSY-007/DEF,L10.136S,323.0
A14&NEU-Y,0.0,RP,True,456912.0,DEF-NSY-008/DEF,L10.137T,38.0
A14&NEU-Y,1.0,OK,True,457712.0,DEF-NSY-008/DEF,L10.137T,106.0
A14&NEU-Y,2.0,OK,True,458512.0,DEF-NSY-008/DEF,L10.137T,149.0
A14&NEU-Y,3.0,RP,True,459312.0,DEF-NSY-008/DEF,L10.137T,224.0
A14&NEU-Y,4.0,RP,True,460112.0,DEF-NSY-008/DEF,L10.137T,281.0
A14&NEU-Y,5.0,RP,True,460912.0,DEF-NSY-008/DEF,L10.137T,323.0
A14&NEU-Y,0.0,RP,True,456913.0,DEF-NSY-009/DEF,L10.138U,38.0
A14&NEU-Y,1.0,OK,True,457713.0,DEF-NSY-009/DEF,L10.138U,106.0
A14&NEU-Y,2.0,OK,True,458513.0,DEF-NSY-009/DEF,L10.138U,149.0
A14&NEU-Y,3.0,RP,True,459313.0,DEF-NSY-009/DEF,L10.138U,224.0
A14&NEU-Y,4.0,RP,True,460113.0,DEF-NSY-009/DEF,L10.138U,281.0
A14&NEU-Y,5.0,RP,True,460913.0,DEF-NSY-009/DEF,L10.138U,323.0
A14&NEU-Y,0.0,RP,True,456914.0,DEF-NSY-010/DEF,L10.139V,38.0
A14&NEU-Y,1.0,OK,False,457714.0,DEF-NSY-010/DEF,L10.139V,106.0
A14&NEU-Y,2.0,OK,True,458514.0,DEF-NSY-010/DEF,L10.139V,149.0
A14&NEU-Y,3.0,RP,True,459314.0,DEF-NSY-010/DEF,L10.139V,224.0
A14&NEU-Y,4.0,RP,True,460114.0,DEF-NSY-010/DEF,L10.139V,281.0
A14&NEU-Y,5.0,RP,True,460914.0,DEF-NSY-010/DEF,L10.139V,323.0
A14&NEU-Y,0.0,RP,True,456915.0,DEF-NSY-011/DEF,L10.141X,38.0
A14&NEU-Y,1.0,OK,True,457715.0,DEF-NSY-011/DEF,L10.141X,106.0
A14&NEU-Y,2.0,OK,True,458515.0,DEF-NSY-011/DEF,L10.141X,149.0
A14&NEU-Y,3.0,RP,True,459315.0,DEF-NSY-011/DEF,L10.141X,224.0
A14&NEU-Y,4.0,RP,True,460115.0,DEF-NSY-011/DEF,L10.141X,281.0
A14&NEU-Y,5.0,RP,True,460915.0,DEF-NSY-011/DEF,L10.141X,323.0
A14&NEU-Y,0.0,RP,True,456916.0,DEF-NSY-012/DEF,L10.142Y,38.0
A14&NEU-Y,1.0,OK,True,457716.0,DEF-NSY-012/DEF,L10.142Y,106.0
A14&NEU-Y,2.0,OK,True,458516.0,DEF-NSY-012/DEF,L10.142Y,149.0
A14&NEU-Y,3.0,RP,True,459316.0,DEF-NSY-012/DEF,L10.142Y,224.0
A14&NEU-Y,4.0,RP,True,460116.0,DEF-NSY-012/DEF,L10.142Y,281.0
A14&NEU-Y,5.0,RP,True,460916.0,DEF-NSY-012/DEF,L10.142Y,323.0
A14&NEU-Y,0.0,RP,True,456917.0,DEF-NSY-013/DEF,L10.143A,38.0
A14&NEU-Y,1.0,OK,True,457717.0,DEF-NSY-013/DEF,L10.143A,106.0
A14&NEU-Y,2.0,OK,True,458517.0,DEF-NSY-013/DEF,L10.143A,149.0
A14&NEU-Y,3.0,RP,True,459317.0,DEF-NSY-013/DEF,L10.143A,224.0
A14&NEU-Y,4.0,RP,True,460117.0,DEF-NSY-013/DEF,L10.143A,281.0
A14&NEU-Y,5.0,RP,True,460917.0,DEF-NSY-013/DEF,L10.143A,323.0
A14&NEU-Y,0.0,RP,True,456918.0,DEF-NSY-501/DEF,L10.144C,38.0
A14&NEU-Y,1.0,OK,True,457718.0,DEF-NSY-501/DEF,L10.144C,106.0
A14&NEU-Y,2.0,OK,True,458518.0,DEF-NSY-501/DEF,L10.144C,149.0
A14&NEU-Y,3.0,RP,True,459318.0,DEF-NSY-501/DEF,L10.144C,224.0
A14&NEU-Y,4.0,RP,True,460118.0,DEF-NSY-501/DEF,L10.144C,281.0
A14&NEU-Y,5.0,RP,True,460918.0,DEF-NSY-501/DEF,L10.144C,323.0
A14&NEU-Y,0.0,RP,True,456919.0,DEF-NSY-502/DEF,L10.145D,38.0
A14&NEU-Y,1.0,OK,True,457719.0,DEF-NSY-502/DEF,L10.145D,106.0
A14&NEU-Y,2.0,OK,True,458519.0,DEF-NSY-502/DEF,L10.145D,149.0
A14&NEU-Y,3.0,RP,True,459319.0,DEF-NSY-502/DEF,L10.145D,224.0
A14&NEU-Y,4.0,RP,True,460119.0,DEF-NSY-502/DEF,L10.145D,281.0
A14&NEU-Y,5.0,RP,True,460919.0,DEF-NSY-502/DEF,L10.145D,323.0
A14&NEU-Y,0.0,RP,True,456920.0,DEF-NSY-014/DEF,L10.146E,38.0
A14&NEU-Y,1.0,OK,True,457720.0,DEF-NSY-014/DEF,L10.146E,106.0
A14&NEU-Y,2.0,OK,True,458520.0,DEF-NSY-014/DEF,L10.146E,149.0
A14&NEU-Y,3.0,RP,True,459320.0,DEF-NSY-014/DEF,L10.146E,224.0
A14&NEU-Y,4.0,RP,True,460120.0,DEF-NSY-014/DEF,L10.146E,281.0
A14&NEU-Y,5.0,RP,True,460920.0,DEF-NSY-014/DEF,L10.146E,323.0
A14&NEU-Y,0.0,RP,True,456921.0,DEF-NSY-015/DEF,L10.147F,38.0
A14&NEU-Y,1.0,OK,True,457721.0,DEF-NSY-015/DEF,L10.147F,106.0
A14&NEU-Y,2.0,OK,True,458521.0,DEF-NSY-015/DEF,L10.147F,149.0
A14&NEU-Y,3.0,RP,True,459321.0,DEF-NSY-015/DEF,L10.147F,224.0
A14&NEU-Y,4.0,RP,True,460121.0,DEF-NSY-015/DEF,L10.147F,281.0
A14&NEU-Y,5.0,RP,True,460921.0,DEF-NSY-015/DEF,L10.147F,323.0
A14&NEU-Y,0.0,RP,True,456922.0,DEF-NSY-016/DEF,L10.148G,38.0
A14&NEU-Y,1.0,OK,True,457722.0,DEF-NSY-016/DEF,L10.148G,106.0
A14&NEU-Y,2.0,OK,True,458522.0,DEF-NSY-016/DEF,L10.148G,149.0
A14&NEU-Y,3.0,RP,True,459322.0,DEF-NSY-016/DEF,L10.148G,224.0
A14&NEU-Y,4.0,RP,True,460122.0,DEF-NSY-016/DEF,L10.148G,281.0
A14&NEU-Y,5.0,RP,True,460922.0,DEF-NSY-016/DEF,L10.148G,323.0
A14&NEU-Y,0.0,RP,True,456923.0,DEF-NSY-017/DEF,L10.149H,38.0
A14&NEU-Y,1.0,OK,True,457723.0,DEF-NSY-017/DEF,L10.149H,106.0
A14&NEU-Y,2.0,OK,True,458523.0,DEF-NSY-017/DEF,L10.149H,149.0
A14&NEU-Y,3.0,RP,True,459323.0,DEF-NSY-017/DEF,L10.149H,224.0
A14&NEU-Y,4.0,RP,True,460123.0,DEF-NSY-017/DEF,L10.149H,281.0
A14&NEU-Y,5.0,RP,True,460923.0,DEF-NSY-017/DEF,L10.149H,323.0
A14&NEU-Y,0.0,RP,True,456924.0,DEF-NSY-018/DEF,L10.151K,38.0
A14&NEU-Y,1.0,OK,True,457724.0,DEF-NSY-018/DEF,L10.151K,106.0
A14&NEU-Y,2.0,OK,True,458524.0,DEF-NSY-018/DEF,L10.151K,149.0
A14&NEU-Y,3.0,RP,True,459324.0,DEF-NSY-018/DEF,L10.151K,224.0
A14&NEU-Y,4.0,RP,True,460124.0,DEF-NSY-018/DEF,L10.151K,281.0
A14&NEU-Y,5.0,RP,True,460924.0,DEF-NSY-018/DEF,L10.151K,323.0
A14&NEU-Y,0.0,RP,True,456925.0,DEF-NSY-019/DEF,L10.152L,38.0
A14&NEU-Y,1.0,OK,True,457725.0,DEF-NSY-019/DEF,L10.152L,106.0
A14&NEU-Y,2.0,OK,True,458525.0,DEF-NSY-019/DEF,L10.152L,149.0
A14&NEU-Y,3.0,RP,True,459325.0,DEF-NSY-019/DEF,L10.152L,224.0
A14&NEU-Y,4.0,RP,True,460125.0,DEF-NSY-019/DEF,L10.152L,281.0
A14&NEU-Y,5.0,RP,True,460925.0,DEF-NSY-019/DEF,L10.152L,323.0
A14&NEU-Y,0.0,RP,True,456926.0,DEF-NSY-020/DEF,L10.153M,38.0
A14&NEU-Y,1.0,OK,False,457726.0,DEF-NSY-020/DEF,L10.153M,106.0
A14&NEU-Y,2.0,OK,True,458526.0,DEF-NSY-020/DEF,L10.153M,149.0
A14&NEU-Y,3.0,RP,True,459326.0,DEF-NSY-020/DEF,L10.153M,224.0
A14&NEU-Y,4.0,RP,True,460126.0,DEF-NSY-020/DEF,L10.153M,281.0
A14&NEU-Y,5.0,RP,True,460926.0,DEF-NSY-020/DEF,L10.153M,323.0
A14&NEU-Y,0.0,RP,True,456927.0,DEF-NSY-021/DEF,L10.154N,38.0
A14&NEU-Y,1.0,OK,True,457727.0,DEF-NSY-021/DEF,L10.154N,106.0
A14&NEU-Y,2.0,OK,True,458527.0,DEF-NSY-021/DEF,L10.154N,149.0
A14&NEU-Y,3.0,RP,True,459327.0,DEF-NSY-021/DEF,L10.154N,224.0
A14&NEU-Y,4.0,RP,True,460127.0,DEF-NSY-021/DEF,L10.154N,281.0
A14&NEU-Y,5.0,RP,True,460927.0,DEF-NSY-021/DEF,L10.154N,323.0
A14&NEU-Y,0.0,RP,True,456928.0,DEF-NSY-022/DEF,L10.155P,38.0
A14&NEU-Y,1.0,OK,True,457728.0,DEF-NSY-022/DEF,L10.155P,106.0
A14&NEU-Y,2.0,OK,True,458528.0,DEF-NSY-022/DEF,L10.155P,149.0
A14&NEU-Y,3.0,RP,True,459328.0,DEF-NSY-022/DEF,L10.155P,224.0
A14&NEU-Y,4.0,RP,True,460128.0,DEF-NSY-022/DEF,L10.155P,281.0
A14&NEU-Y,5.0,RP,True,460928.0,DEF-NSY-022/DEF,L10.155P,323.0
A14&NEU-Y,0.0,RP,True,456930.0,DEF-NSY-024/DEF,L10.157S,38.0
A14&NEU-Y,1.0,OK,True,457730.0,DEF-NSY-024/DEF,L10.157S,106.0
A14&NEU-Y,2.0,OK,False,458530.0,DEF-NSY-024/DEF,L10.157S,149.0
A14&NEU-Y,3.0,RP,True,459330.0,DEF-NSY-024/DEF,L10.157S,224.0
A14&NEU-Y,4.0,RP,True,460130.0,DEF-NSY-024/DEF,L10.157S,281.0
A14&NEU-Y,5.0,RP,True,460930.0,DEF-NSY-024/DEF,L10.157S,323.0
A14&NEU-Y,0.0,RP,True,456931.0,DEF-NSY-025/DEF,L10.158T,38.0
A14&NEU-Y,1.0,OK,True,457731.0,DEF-NSY-025/DEF,L10.158T,106.0
A14&NEU-Y,2.0,OK,True,458531.0,DEF-NSY-025/DEF,L10.158T,149.0
A14&NEU-Y,3.0,RP,True,459331.0,DEF-NSY-025/DEF,L10.158T,224.0
A14&NEU-Y,4.0,RP,True,460131.0,DEF-NSY-025/DEF,L10.158T,281.0
A14&NEU-Y,5.0,RP,True,460931.0,DEF-NSY-025/DEF,L10.158T,323.0
A14&NEU-Y,0.0,RP,True,456961.0,DEF-NSY-901/DEF,L10.201U,38.0
A14&NEU-Y,1.0,OK,True,457761.0,DEF-NSY-901/DEF,L10.201U,106.0
A14&NEU-Y,2.0,OK,True,458561.0,DEF-NSY-901/DEF,L10.201U,149.0
A14&NEU-Y,3.0,RP,True,459361.0,DEF-NSY-901/DEF,L10.201U,224.0
A14&NEU-Y,4.0,RP,True,460161.0,DEF-NSY-901/DEF,L10.201U,281.0
A14&NEU-Y,5.0,RP,False,460961.0,DEF-NSY-901/DEF,L10.201U,323.0
A14&NEU-Y,0.0,RP,True,457057.0,DEF-NSY-601/DEF,L11.149X,38.0
A14&NEU-Y,1.0,OK,True,457857.0,DEF-NSY-601/DEF,L11.149X,106.0
A14&NEU-Y,2.0,OK,True,458657.0,DEF-NSY-601/DEF,L11.149X,149.0
A14&NEU-Y,3.0,RP,True,459457.0,DEF-NSY-601/DEF,L11.149X,224.0
A14&NEU-Y,4.0,RP,True,460257.0,DEF-NSY-601/DEF,L11.149X,281.0
A14&NEU-Y,5.0,RP,True,461057.0,DEF-NSY-601/DEF,L11.149X,323.0
A14&NEU-Y,0.0,RP,True,457058.0,DEF-NSY-602/DEF,L11.151A,38.0
A14&NEU-Y,1.0,OK,True,457858.0,DEF-NSY-602/DEF,L11.151A,106.0
A14&NEU-Y,2.0,OK,True,458658.0,DEF-NSY-602/DEF,L11.151A,149.0
A14&NEU-Y,3.0,RP,True,459458.0,DEF-NSY-602/DEF,L11.151A,224.0
A14&NEU-Y,4.0,RP,True,460258.0,DEF-NSY-602/DEF,L11.151A,281.0
A14&NEU-Y,5.0,RP,True,461058.0,DEF-NSY-602/DEF,L11.151A,323.0
A14&NEU-Y,0.0,RP,True,457059.0,DEF-NSY-603/DEF,L11.152C,38.0
A14&NEU-Y,1.0,OK,True,457859.0,DEF-NSY-603/DEF,L11.152C,106.0
A14&NEU-Y,2.0,OK,True,458659.0,DEF-NSY-603/DEF,L11.152C,149.0
A14&NEU-Y,3.0,RP,True,459459.0,DEF-NSY-603/DEF,L11.152C,224.0
A14&NEU-Y,4.0,RP,True,460259.0,DEF-NSY-603/DEF,L11.152C,281.0
A14&NEU-Y,5.0,RP,True,461059.0,DEF-NSY-603/DEF,L11.152C,323.0
A14&NEU-Y,0.0,RP,True,457060.0,DEF-NSY-701/DEF,L11.153D,38.0
A14&NEU-Y,1.0,OK,True,457860.0,DEF-NSY-701/DEF,L11.153D,106.0
A14&NEU-Y,2.0,OK,True,458660.0,DEF-NSY-701/DEF,L11.153D,149.0
A14&NEU-Y,3.0,RP,True,459460.0,DEF-NSY-701/DEF,L11.153D,224.0
A14&NEU-Y,4.0,RP,True,460260.0,DEF-NSY-701/DEF,L11.153D,281.0
A14&NEU-Y,5.0,RP,True,461060.0,DEF-NSY-701/DEF,L11.153D,323.0
A14&NEU-Y,0.0,RP,True,457061.0,DEF-NSY-702/DEF,L11.154E,38.0
A14&NEU-Y,1.0,OK,True,457861.0,DEF-NSY-702/DEF,L11.154E,106.0
A14&NEU-Y,2.0,OK,True,458661.0,DEF-NSY-702/DEF,L11.154E,149.0
A14&NEU-Y,3.0,RP,True,459461.0,DEF-NSY-702/DEF,L11.154E,224.0
A14&NEU-Y,4.0,RP,True,460261.0,DEF-NSY-702/DEF,L11.154E,281.0
A14&NEU-Y,5.0,RP,True,461061.0,DEF-NSY-702/DEF,L11.154E,323.0
A14&NEU-Y,0.0,RP,True,457062.0,DEF-NSY-703/DEF,L11.155F,38.0
A14&NEU-Y,1.0,OK,True,457862.0,DEF-NSY-703/DEF,L11.155F,106.0
A14&NEU-Y,2.0,OK,True,458662.0,DEF-NSY-703/DEF,L11.155F,149.0
A14&NEU-Y,3.0,RP,False,459462.0,DEF-NSY-703/DEF,L11.155F,224.0
A14&NEU-Y,4.0,RP,True,460262.0,DEF-NSY-703/DEF,L11.155F,281.0
A14&NEU-Y,5.0,RP,False,461062.0,DEF-NSY-703/DEF,L11.155F,323.0
A14&NEU-Y,0.0,RP,True,457063.0,DEF-NSY-902/DEF,L11.156G,38.0
A14&NEU-Y,1.0,OK,True,457863.0,DEF-NSY-902/DEF,L11.156G,106.0
A14&NEU-Y,2.0,OK,False,458663.0,DEF-NSY-902/DEF,L11.156G,149.0
A14&NEU-Y,3.0,RP,True,459463.0,DEF-NSY-902/DEF,L11.156G,224.0
A14&NEU-Y,4.0,RP,True,460263.0,DEF-NSY-902/DEF,L11.156G,281.0
A14&NEU-Y,5.0,RP,True,461063.0,DEF-NSY-902/DEF,L11.156G,323.0
A14&NEU-Y,0.0,RP,True,457146.0,NSY-001/NEU,L11.248R,38.0
A14&NEU-Y,1.0,OK,True,457946.0,NSY-001/NEU,L11.248R,106.0
A14&NEU-Y,2.0,OK,True,458746.0,NSY-001/NEU,L11.248R,149.0
A14&NEU-Y,3.0,RP,True,459546.0,NSY-001/NEU,L11.248R,224.0
A14&NEU-Y,4.0,RP,True,460346.0,NSY-001/NEU,L11.248R,281.0
A14&NEU-Y,5.0,RP,True,461146.0,NSY-001/NEU,L11.248R,323.0
A14&NEU-Y,0.0,RP,True,457147.0,NSY-002/NEU,L11.249S,38.0
A14&NEU-Y,1.0,OK,True,457947.0,NSY-002/NEU,L11.249S,106.0
A14&NEU-Y,2.0,OK,True,458747.0,NSY-002/NEU,L11.249S,149.0
A14&NEU-Y,3.0,RP,True,459547.0,NSY-002/NEU,L11.249S,224.0
A14&NEU-Y,4.0,RP,True,460347.0,NSY-002/NEU,L11.249S,281.0
A14&NEU-Y,5.0,RP,True,461147.0,NSY-002/NEU,L11.249S,323.0
A14&NEU-Y,0.0,RP,True,457148.0,NSY-003/NEU,L11.251U,38.0
A14&NEU-Y,1.0,OK,True,457948.0,NSY-003/NEU,L11.251U,106.0
A14&NEU-Y,2.0,OK,True,458748.0,NSY-003/NEU,L11.251U,149.0
A14&NEU-Y,3.0,RP,True,459548.0,NSY-003/NEU,L11.251U,224.0
A14&NEU-Y,4.0,RP,True,460348.0,NSY-003/NEU,L11.251U,281.0
A14&NEU-Y,5.0,RP,True,461148.0,NSY-003/NEU,L11.251U,323.0
A14&NEU-Y,0.0,RP,True,457225.0,ECH-NS-01 B5/DEF,L11.383A,38.0
A14&NEU-Y,1.0,OK,True,458025.0,ECH-NS-01 B5/DEF,L11.383A,106.0
A14&NEU-Y,2.0,OK,True,458825.0,ECH-NS-01 B5/DEF,L11.383A,149.0
A14&NEU-Y,3.0,RP,True,459625.0,ECH-NS-01 B5/DEF,L11.383A,224.0
A14&NEU-Y,4.0,RP,True,460425.0,ECH-NS-01 B5/DEF,L11.383A,281.0
A14&NEU-Y,5.0,RP,True,461225.0,ECH-NS-01 B5/DEF,L11.383A,323.0
A14&NEU-Y,0.0,RP,True,457226.0,ECH-NI-01 B5/DEF,L11.384C,38.0
A14&NEU-Y,1.0,OK,True,458026.0,ECH-NI-01 B5/DEF,L11.384C,106.0
A14&NEU-Y,2.0,OK,True,458826.0,ECH-NI-01 B5/DEF,L11.384C,149.0
A14&NEU-Y,3.0,RP,True,459626.0,ECH-NI-01 B5/DEF,L11.384C,224.0
A14&NEU-Y,4.0,RP,True,460426.0,ECH-NI-01 B5/DEF,L11.384C,281.0
A14&NEU-Y,5.0,RP,True,461226.0,ECH-NI-01 B5/DEF,L11.384C,323.0
A14&NEU-Y,0.0,RP,True,457227.0,ECH-NI-02 B5/DEF,L11.385D,38.0
A14&NEU-Y,1.0,OK,True,458027.0,ECH-NI-02 B5/DEF,L11.385D,106.0
A14&NEU-Y,2.0,OK,True,458827.0,ECH-NI-02 B5/DEF,L11.385D,149.0
A14&NEU-Y,3.0,RP,False,459627.0,ECH-NI-02 B5/DEF,L11.385D,224.0
A14&NEU-Y,4.0,RP,True,460427.0,ECH-NI-02 B5/DEF,L11.385D,281.0
A14&NEU-Y,5.0,RP,True,461227.0,ECH-NI-02 B5/DEF,L11.385D,323.0
A14&NEU-Y,0.0,RP,True,457228.0,ECH-NS-02 B5/DEF,L11.386E,38.0
A14&NEU-Y,1.0,OK,True,458028.0,ECH-NS-02 B5/DEF,L11.386E,106.0
A14&NEU-Y,2.0,OK,True,458828.0,ECH-NS-02 B5/DEF,L11.386E,149.0
A14&NEU-Y,3.0,RP,True,459628.0,ECH-NS-02 B5/DEF,L11.386E,224.0
A14&NEU-Y,4.0,RP,True,460428.0,ECH-NS-02 B5/DEF,L11.386E,281.0
A14&NEU-Y,5.0,RP,True,461228.0,ECH-NS-02 B5/DEF,L11.386E,323.0
A14&NEU-Y,0.0,RP,True,457229.0,ECH-NS-03 B5/DEF,L11.387F,38.0
A14&NEU-Y,1.0,OK,True,458029.0,ECH-NS-03 B5/DEF,L11.387F,106.0
A14&NEU-Y,2.0,OK,True,458829.0,ECH-NS-03 B5/DEF,L11.387F,149.0
A14&NEU-Y,3.0,RP,True,459629.0,ECH-NS-03 B5/DEF,L11.387F,224.0
A14&NEU-Y,4.0,RP,True,460429.0,ECH-NS-03 B5/DEF,L11.387F,281.0
A14&NEU-Y,5.0,RP,True,461229.0,ECH-NS-03 B5/DEF,L11.387F,323.0
A14&NEU-Y,0.0,RP,True,457230.0,ECH-NI-03 B5/DEF,L11.388G,38.0
A14&NEU-Y,1.0,OK,True,458030.0,ECH-NI-03 B5/DEF,L11.388G,106.0
A14&NEU-Y,2.0,OK,True,458830.0,ECH-NI-03 B5/DEF,L11.388G,149.0
A14&NEU-Y,3.0,RP,True,459630.0,ECH-NI-03 B5/DEF,L11.388G,224.0
A14&NEU-Y,4.0,RP,True,460430.0,ECH-NI-03 B5/DEF,L11.388G,281.0
A14&NEU-Y,5.0,RP,True,461230.0,ECH-NI-03 B5/DEF,L11.388G,323.0
A14&NEU-Y,0.0,RP,True,457231.0,ECH-NS-04 B5/DEF,L11.389H,38.0
A14&NEU-Y,1.0,OK,True,458031.0,ECH-NS-04 B5/DEF,L11.389H,106.0
A14&NEU-Y,2.0,OK,True,458831.0,ECH-NS-04 B5/DEF,L11.389H,149.0
A14&NEU-Y,3.0,RP,True,459631.0,ECH-NS-04 B5/DEF,L11.389H,224.0
A14&NEU-Y,4.0,RP,True,460431.0,ECH-NS-04 B5/DEF,L11.389H,281.0
A14&NEU-Y,5.0,RP,True,461231.0,ECH-NS-04 B5/DEF,L11.389H,323.0
BAP&SCL-W,0.0,OK,True,457009.0,NSW-001/PAR,L11.093G,52.0
BAP&SCL-W,1.0,OK,False,457809.0,NSW-001/PAR,L11.093G,112.0
BAP&SCL-W,2.0,KO,True,458609.0,NSW-001/PAR,L11.093G,157.0
BAP&SCL-W,3.0,OK,True,459409.0,NSW-001/PAR,L11.093G,217.0
BAP&SCL-W,4.0,OK,False,460209.0,NSW-001/PAR,L11.093G,281.0
BAP&SCL-W,5.0,OK,True,461009.0,NSW-001/PAR,L11.093G,318.0
BAP&SCL-W,0.0,OK,True,457010.0,NSW-002/PAR,L11.094H,52.0
BAP&SCL-W,1.0,OK,True,457810.0,NSW-002/PAR,L11.094H,112.0
BAP&SCL-W,2.0,KO,True,458610.0,NSW-002/PAR,L11.094H,157.0
BAP&SCL-W,3.0,OK,True,459410.0,NSW-002/PAR,L11.094H,217.0
BAP&SCL-W,4.0,OK,False,460210.0,NSW-002/PAR,L11.094H,281.0
BAP&SCL-W,5.0,OK,True,461010.0,NSW-002/PAR,L11.094H,318.0
BAP&SCL-W,0.0,OK,True,457011.0,NSW-003/PAR,L11.095J,52.0
BAP&SCL-W,1.0,OK,True,457811.0,NSW-003/PAR,L11.095J,112.0
BAP&SCL-W,2.0,KO,True,458611.0,NSW-003/PAR,L11.095J,157.0
BAP&SCL-W,3.0,OK,True,459411.0,NSW-003/PAR,L11.095J,217.0
BAP&SCL-W,4.0,OK,True,460211.0,NSW-003/PAR,L11.095J,281.0
BAP&SCL-W,5.0,OK,True,461011.0,NSW-003/PAR,L11.095J,318.0
BAP&SCL-W,0.0,OK,True,457012.0,NSW-004/PAR,L11.096K,52.0
BAP&SCL-W,1.0,OK,True,457812.0,NSW-004/PAR,L11.096K,112.0
BAP&SCL-W,2.0,KO,True,458612.0,NSW-004/PAR,L11.096K,157.0
BAP&SCL-W,3.0,OK,True,459412.0,NSW-004/PAR,L11.096K,217.0
BAP&SCL-W,4.0,OK,True,460212.0,NSW-004/PAR,L11.096K,281.0
BAP&SCL-W,5.0,OK,True,461012.0,NSW-004/PAR,L11.096K,318.0
BAP&SCL-W,0.0,OK,True,457013.0,NSW-005/PAR,L11.097L,52.0
BAP&SCL-W,1.0,OK,True,457813.0,NSW-005/PAR,L11.097L,112.0
BAP&SCL-W,2.0,KO,True,458613.0,NSW-005/PAR,L11.097L,157.0
BAP&SCL-W,3.0,OK,True,459413.0,NSW-005/PAR,L11.097L,217.0
BAP&SCL-W,4.0,OK,True,460213.0,NSW-005/PAR,L11.097L,281.0
BAP&SCL-W,5.0,OK,False,461013.0,NSW-005/PAR,L11.097L,318.0
BAP&SCL-W,0.0,OK,True,457014.0,NSW-006/PAR,L11.098M,52.0
BAP&SCL-W,1.0,OK,True,457814.0,NSW-006/PAR,L11.098M,112.0
BAP&SCL-W,2.0,KO,True,458614.0,NSW-006/PAR,L11.098M,157.0
BAP&SCL-W,3.0,OK,True,459414.0,NSW-006/PAR,L11.098M,217.0
BAP&SCL-W,4.0,OK,True,460214.0,NSW-006/PAR,L11.098M,281.0
BAP&SCL-W,5.0,OK,True,461014.0,NSW-006/PAR,L11.098M,318.0
BAP&SCL-W,0.0,OK,False,457015.0,NSW-007/PAR,L11.099N,52.0
BAP&SCL-W,1.0,OK,True,457815.0,NSW-007/PAR,L11.099N,112.0
BAP&SCL-W,2.0,KO,True,458615.0,NSW-007/PAR,L11.099N,157.0
BAP&SCL-W,3.0,OK,True,459415.0,NSW-007/PAR,L11.099N,217.0
BAP&SCL-W,4.0,OK,True,460215.0,NSW-007/PAR,L11.099N,281.0
BAP&SCL-W,5.0,OK,True,461015.0,NSW-007/PAR,L11.099N,318.0
BAP&SCL-W,0.0,OK,True,457040.0,NSW-001/CLO,L11.131C,52.0
BAP&SCL-W,1.0,OK,True,457840.0,NSW-001/CLO,L11.131C,112.0
BAP&SCL-W,2.0,KO,False,458640.0,NSW-001/CLO,L11.131C,157.0
BAP&SCL-W,3.0,OK,True,459440.0,NSW-001/CLO,L11.131C,217.0
BAP&SCL-W,4.0,OK,True,460240.0,NSW-001/CLO,L11.131C,281.0
BAP&SCL-W,5.0,OK,True,461040.0,NSW-001/CLO,L11.131C,318.0
BAP&SCL-W,0.0,OK,True,457041.0,NSW-002/CLO,L11.132D,52.0
BAP&SCL-W,1.0,OK,True,457841.0,NSW-002/CLO,L11.132D,112.0
